paper_id,source_id
P01748,S00001
P01749,S00001
P01750,S00001
P01751,S00001
P01752,S00001
P01753,S00001
P01754,S00001
P01755,S00001
P01756,S00001
P01757,S00001
P01758,S00001
P01759,S00001
P01760,S00001
P01761,S00001
P01762,S00001
P01763,S00001
P01764,S00001
P01765,S00001
P01766,S00001
P01767,S00001
P01768,S00001
P01769,S00001
P01770,S00001
P01771,S00001
P01772,S00001
P01773,S00001
P01774,S00001
P01775,S00001
P01776,S00001
P01777,S00001
P01778,S00001
P01779,S00001
P01780,S00001
P01781,S00001
P01782,S00001
P01783,S00001
P01784,S00001
P01785,S00001
P01786,S00001
P01787,S00001
P01788,S00001
P01789,S00001
P01790,S00001
P01791,S00001
P01792,S00001
P01793,S00001
P01794,S00001
P01795,S00001
P01796,S00001
P01797,S00001
P01798,S00001
P01799,S00001
P01800,S00001
P01801,S00001
P01802,S00001
P01803,S00001
P01804,S00001
P01805,S00001
P01806,S00001
P01807,S00001
P01808,S00001
P01809,S00001
P01810,S00001
P01811,S00001
P01812,S00001
P01813,S00001
P01814,S00001
P01815,S00001
P01816,S00001
P01817,S00001
P01818,S00001
P01819,S00001
P01820,S00001
P01821,S00001
P01822,S00001
P01823,S00001
P01824,S00001
P01825,S00001
P01826,S00001
P01827,S00001
P01828,S00001
P01829,S00001
P01830,S00001
P01831,S00001
P01832,S00001
P01833,S00001
P01834,S00001
P01835,S00001
P01836,S00001
P01837,S00001
P01838,S00001
P01839,S00001
P01840,S00001
P01841,S00001
P01842,S00001
P01843,S00001
P01844,S00001
P01845,S00001
P01846,S00001
P01847,S00001
P01848,S00001
P01849,S00001
P01850,S00001
P01851,S00001
P01852,S00001
P01853,S00001
P01854,S00001
P01855,S00001
P01856,S00001
P01857,S00001
P01858,S00001
P01859,S00001
P01860,S00001
P01861,S00001
P01862,S00001
P01863,S00001
P01864,S00001
P01865,S00001
P01866,S00001
P01867,S00001
P01868,S00001
P01869,S00001
P01870,S00001
P01871,S00001
P01872,S00001
P01873,S00001
P01874,S00001
P01875,S00001
P01876,S00001
P01877,S00001
P01878,S00001
P01879,S00001
P01880,S00001
P01881,S00001
P01882,S00001
P01883,S00001
P01884,S00001
P01885,S00001
P01886,S00001
P01887,S00001
P01888,S00001
P01889,S00001
P01890,S00001
P01891,S00001
P01892,S00001
P01893,S00001
P01894,S00001
P01895,S00001
P01896,S00001
P01897,S00001
P01898,S00001
P01899,S00001
P01900,S00001
P01901,S00001
P01902,S00001
P01903,S00001
P01904,S00001
P01905,S00001
P01906,S00001
P01907,S00001
P01908,S00001
P01909,S00001
P01910,S00001
P01911,S00001
P01912,S00001
P01913,S00001
P01914,S00001
P01915,S00001
P01916,S00001
P01917,S00001
P01918,S00001
P01919,S00001
P01920,S00001
P01921,S00001
P01922,S00001
P01923,S00001
P01924,S00001
P01925,S00001
P01926,S00001
P01927,S00001
P01928,S00001
P01929,S00001
P01930,S00001
P01931,S00001
P01932,S00001
P01933,S00001
P01934,S00001
P01935,S00001
P01936,S00001
P01937,S00001
P01938,S00001
P01939,S00001
P01940,S00001
P01941,S00001
P01942,S00001
P01943,S00001
P01944,S00001
P01945,S00001
P01946,S00001
P01947,S00001
P01948,S00001
P01949,S00001
P01950,S00001
P01951,S00001
P01952,S00001
P01953,S00001
P01954,S00001
P01955,S00001
P01956,S00001
P01957,S00001
P01958,S00001
P01959,S00001
P01960,S00001
P01961,S00001
P01962,S00001
P01963,S00001
P01964,S00001
P01965,S00001
P01966,S00001
P01967,S00001
P01968,S00001
P01969,S00001
P01970,S00001
P01971,S00001
P01972,S00001
P01973,S00001
P01974,S00001
P01975,S00001
P01976,S00001
P01977,S00001
P01978,S00001
P01979,S00001
P01980,S00001
P01981,S00001
P01982,S00001
P01983,S00001
P01984,S00001
P01985,S00001
P01986,S00001
P01987,S00001
P01988,S00001
P01989,S00001
P01990,S00001
P01991,S00001
P01992,S00001
P01993,S00001
P01994,S00001
P01995,S00001
P01996,S00001
P01997,S00001
P01998,S00001
P01999,S00001
P02000,S00001
P02001,S00001
P02002,S00001
P02003,S00001
P02004,S00001
P02005,S00001
P02006,S00001
P02007,S00001
P02008,S00001
P02009,S00001
P02010,S00001
P02011,S00001
P02012,S00001
P02013,S00001
P02014,S00001
P02015,S00001
P02016,S00001
P02017,S00001
P02018,S00001
P02019,S00001
P02020,S00001
P02021,S00001
P02022,S00001
P02023,S00001
P02024,S00001
P02025,S00001
P02026,S00001
P02027,S00001
P02028,S00001
P02029,S00001
P02030,S00001
P02031,S00001
P02032,S00001
P02033,S00001
P02034,S00001
P02035,S00001
P02036,S00001
P02037,S00001
P02038,S00001
P02039,S00001
P02040,S00001
P02041,S00001
P02042,S00001
P02043,S00001
P02044,S00001
P02045,S00001
P02046,S00001
P02047,S00001
P02048,S00001
P02049,S00001
P02050,S00001
P02051,S00001
P02052,S00001
P02053,S00001
P02054,S00001
P02055,S00001
P02056,S00001
P02057,S00001
P02058,S00001
P02059,S00001
P02060,S00001
P02061,S00001
P02062,S00001
P02063,S00001
P02064,S00001
P02065,S00001
P02066,S00001
P02067,S00001
P02068,S00001
P02069,S00001
P02070,S00001
P02071,S00001
P02072,S00001
P02073,S00001
P02074,S00001
P02075,S00001
P02076,S00001
P02077,S00001
P02078,S00001
P02079,S00001
P02080,S00001
P02081,S00001
P02082,S00001
P02083,S00001
P02084,S00001
P02085,S00001
P02086,S00001
P02087,S00001
P02088,S00001
P02089,S00001
P02090,S00001
P02091,S00001
P02092,S00001
P02093,S00001
P02094,S00001
P02095,S00001
P02096,S00001
P02097,S00001
P02098,S00001
P02099,S00001
P02100,S00001
P02101,S00001
P02102,S00001
P02103,S00001
P02104,S00001
P02105,S00001
P02106,S00001
P02107,S00001
P02108,S00001
P02109,S00001
P02110,S00001
P02111,S00001
P02112,S00001
P02113,S00001
P02114,S00001
P02115,S00001
P02116,S00001
P02117,S00001
P02118,S00001
P02119,S00001
P02120,S00001
P02121,S00001
P02122,S00001
P02123,S00001
P02124,S00001
P02125,S00001
P02126,S00001
P02127,S00001
P02128,S00001
P02129,S00001
P02130,S00001
P02131,S00001
P02132,S00001
P02133,S00001
P02134,S00001
P02135,S00001
P02136,S00001
P02137,S00001
P02138,S00001
P02139,S00001
P02140,S00001
P02141,S00001
P02142,S00001
P02143,S00001
P02144,S00001
P02145,S00001
P02146,S00001
P02147,S00001
P02148,S00001
P02149,S00001
P02150,S00001
P02151,S00001
P02152,S00001
P02153,S00001
P02154,S00001
P02155,S00001
P02156,S00001
P02157,S00001
P02158,S00001
P02159,S00001
P02160,S00001
P02161,S00001
P02162,S00001
P02163,S00001
P02164,S00001
P02165,S00001
P02166,S00001
P02167,S00001
P02168,S00001
P02169,S00001
P02170,S00001
P02171,S00001
P02172,S00001
P02173,S00001
P02174,S00001
P02175,S00001
P02176,S00001
P02177,S00001
P02178,S00001
P02179,S00001
P02180,S00001
P02181,S00001
P02182,S00001
P02183,S00001
P02184,S00001
P02185,S00001
P02186,S00001
P02187,S00001
P02188,S00001
P02189,S00001
P02190,S00001
P02191,S00001
P02192,S00001
P02193,S00001
P02194,S00001
P02195,S00001
P02196,S00001
P02197,S00001
P02198,S00001
P02199,S00001
P02200,S00001
P02201,S00001
P02202,S00001
P02203,S00001
P02204,S00001
P02205,S00001
P02206,S00001
P02207,S00001
P02208,S00001
P02209,S00001
P02210,S00001
P02211,S00001
P02212,S00001
P02213,S00001
P02214,S00001
P02215,S00001
P02216,S00001
P02217,S00001
P02218,S00001
P02219,S00001
P02220,S00001
P02221,S00001
P02222,S00001
P02223,S00001
P02224,S00001
P02225,S00001
P02226,S00001
P02227,S00001
P02228,S00001
P02229,S00001
P02230,S00001
P02231,S00001
P02232,S00001
P02233,S00001
P02234,S00001
P02235,S00001
P02236,S00001
P02237,S00001
P02238,S00001
P02239,S00001
P02240,S00001
P02241,S00001
P02242,S00001
P02243,S00001
P02244,S00001
P02245,S00001
P02246,S00001
P02247,S00001
P02248,S00001
P02249,S00001
P02250,S00001
P02251,S00001
P02252,S00001
P02253,S00001
P02254,S00001
P02255,S00001
P02256,S00001
P02257,S00001
P02258,S00001
P02259,S00001
P02260,S00001
P02261,S00001
P02262,S00001
P02263,S00001
P02264,S00001
P02265,S00001
P02266,S00001
P02267,S00001
P02268,S00001
P02269,S00001
